title,doi,authors,year,sources,query_groups,cluster_size,venue,primary_venue
Putting It All into Context: Simplifying Agents with LCLMs,,Mingjian Jiang; Yangjun Ruan; Luis Lastras; Pavan Kapanipathi; Tatsunori Hashimoto,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.CL,arXiv
R2E-Gym: Procedural Environments and Hybrid Verifiers for Scaling Open-Weights SWE Agents,,Naman Jain; Jaskirat Singh; Manish Shetty; Liang Zheng; Koushik Sen; Ion Stoica,2025,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE; NeurIPS (2025),NeurIPS
R2E: Turning any GitHub Repository into a Programming Agent Environment,,Naman Jain; Manish Shetty; Tianjun Zhang; King Han; Koushik Sen; Ion Stoica,2024,arXiv,SE-G1 AND AI-G2,1,cs.SE,arXiv
REAgent: Requirement-Driven LLM Agents for Software Issue Resolution,,Shiqi Kuang; Zhao Tian; Kaiwei Lin; Chaofan Tao; Shaowei Wang; Haoli Bai; Lifeng Shang; Junjie Chen,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
RepoForge: Training a SOTA Fast-thinking SWE Agent with an End-to-End Data Curation Pipeline Synergizing SFT and RL at Scale,,Zhilong Chen; Chengzong Zhao; Boyuan Chen; Dayi Lin; Yihao Chen; Arthur Leung; Gopi Krishnan Rajbahadur; Gustavo A. Oliva; Haoxiang Zhang; Aaditya Bhatia; Chong Chun Yong; Ahmed E. Hassan,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
RepoGraph: Enhancing AI Software Engineering with Repository-level Code Graph,,Siru Ouyang; Wenhao Yu; Kaixin Ma; Zilin Xiao; Zhihan Zhang; Mengzhao Jia; Jiawei Han; Hongming Zhang; Dong Yu,2024,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE; ICLR (2025),ICLR
RepoMirage: Probing Repository Context Reasoning in Code Agents with Perturbations,,Hanyu Li; Yichi Zhang; Speed Zhu; Hang Su; Jun Zhu; Yinpeng Dong,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE; ICLR (2026),ICLR
RepoRepair: Leveraging Code Documentation for Repository-Level Automated Program Repair,,Zhongqiang Pan; Chuanyi Li; Wenkang Zhong; Yi Feng; Bin Luo; Vincent Ng,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
Repository Structure-Aware Training Makes SLMs Better Issue Resolver,,Zexiong Ma; Shengnan An; Zeqi Lin; Yanzhen Zou; Bing Xie,2024,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE,arXiv
Resolving Java Code Repository Issues with iSWE Agent,,Jatin Ganhotra; Sami Serhan; Antonio Abu Nassar; Avraham Shinnar; Ziv Nevo; Martin Hirzel,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
RGFL: Reasoning Guided Fault Localization for Automated Program Repair Using Large Language Models,,Melika Sepidband; Hamed Taherkhani; Hung Viet Pham; Hadi Hemmati,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
Reducing Cost of LLM Agents with Trajectory Reduction,,Yuan-An Xiao; Pengfei Gao; Chao Peng; Yingfei Xiong,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,cs.SE,arXiv
Reproduction Test Generation for Java SWE Issues,,Toufique Ahmed; Jatin Ganhotra; Avraham Shinnar; Martin Hirzel,2026,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE,arXiv
"SABER: Small Actions, Big Errors -- Safeguarding Mutating Steps in LLM Agents",,Alejandro Cuadron; Pengfei Yu; Yang Liu; Arpit Gupta,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.LG; ICLR (2026); ICLR Workshop,ICLR
SACL: Understanding and Combating Textual Bias in Code Retrieval with Semantic-Augmented Reranking and Localization,,Dhruv Gupta; Gayathri Ganesh Lakshmy; Yiqing Xie,2025,arXiv,SE-G2 AND AI-G1,1,cs.SE,arXiv
SERA: Soft-Verified Efficient Repository Agents,,Ethan Shen; Danny Tormoen; Saurabh Shah; Ali Farhadi; Tim Dettmers,2026,arXiv,SE-G1 AND AI-G2,1,cs.SE,arXiv
Satori-SWE: Evolutionary Test-Time Scaling for Sample-Efficient Software Engineering,,Guangtao Zeng; Maohao Shen; Delin Chen; Zhenting Qi; Subhro Das; Dan Gutfreund; David Cox; Gregory Wornell; Wei Lu; Zhang-Wei Hong; Chuang Gan,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.CL,arXiv
Saving SWE-Bench: A Benchmark Mutation Approach for Realistic Agent Evaluation,,Spandan Garg; Benjamin Steenhoek; Yufan Huang,2025,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE; CAIN (2026) [co-located with ICSE],ICSE
Scaling Test-Time Compute for Agentic Coding,,Joongwon Kim; Wannan Yang; Kelvin Niu; Hongming Zhang; Yun Zhu; Eryk Helenowski; Ruan Silva; Zhengxing Chen; Srinivasan Iyer; Manzil Zaheer; Daniel Fried; Hannaneh Hajishirzi; Sanjeev Arora; Gabriel Synnaeve; Ruslan Salakhutdinov; Anirudh Goyal,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SE-Agent: Self-Evolution Trajectory Optimization in Multi-Step Reasoning with LLM-Based Agents,,Jiaye Lin; Yifu Guo; Yuzhen Han; Sen Hu; Ziyi Ni; Licheng Wang; Mingguang Chen; Hongzhang Liu; Ronghao Chen; Yangfan He; Daxin Jiang; Binxing Jiao; Chen Hu; Huacan Wang,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI; NeurIPS (2025),NeurIPS
SEAlign: Alignment Training for Software Engineering Agent,,Kechi Zhang; Huangzhao Zhang; Ge Li; Jinliang You; Jia Li; Yunfei Zhao; Zhi Jin,2025,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE; ICSE (2026) [ACM SIGSOFT Distinguished Paper],ICSE
Seeing is Fixing: Cross-Modal Reasoning with Multimodal LLMs for Visual Software Issue Fixing,,Kai Huang; Jian Zhang; Xiaofei Xie; Chunyang Chen,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE; ASE (2025) [ACM SIGSOFT Distinguished Paper],ASE
Self-Abstraction from Grounded Experience for Plan-Guided Policy Refinement,,Hiroaki Hayashi; Bo Pang; Wenting Zhao; Ye Liu; Akash Gokul; Srijan Bansal; Caiming Xiong; Semih Yavuz; Yingbo Zhou,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI,arXiv
SemAgent: A Semantics Aware Program Repair Agent,,Anvith Pabba; Alex Mathai; Anindya Chakraborty; Baishakhi Ray,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
Semantic Evolution over Populations for LLM-Guided Automated Program Repair,,Cuong Chi Le; Minh Le-Anh; Cuong Duc Van; Tien N. Nguyen,2026,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
SGAgent: Suggestion-Guided LLM-Based Multi-Agent Framework for Repository-Level Software Repair,10.1145/3818617,"Zhang, Quanjun and Gao, Chengyu and Han, Yu and Shang, Ye and Fang, Chunrong and Chen, Zhenyu and Xiao, Liang",2026,ACM+arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,8,ACM Trans. Softw. Eng. Methodol.; cs.SE; TOSEM,TOSEM
SIADAFIX: issue description response for adaptive program repair,,Xin Cao; Nan Yu,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SiblingRepair: Sibling-Based Multi-Hunk Repair with Large Language Models,,Xinyu Liu; Jiayu Ren; Yusen Wang; Qi Xin; Xiaoyuan Xie; Jifeng Xuan,2026,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE,arXiv
Skywork-SWE: Unveiling Data Scaling Laws for Software Engineering in LLMs,,Liang Zeng; Yongcong Li; Yuzhen Xiao; Changshi Li; Chris Yuhao Liu; Rui Yan; Tianwen Wei; Jujie He; Xuchen Song; Yang Liu; Yahui Zhou,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI,arXiv
Smart Contract Code Repair Recommendation based on Reinforcement Learning and Multi-metric Optimization,10.1145/3637229,"Guo, Hanyang and Chen, Yingye and Chen, Xiangping and Huang, Yuan and Zheng, Zibin",2024,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,ACM Trans. Softw. Eng. Methodol.,TOSEM
SoRFT: Issue Resolving with Subtask-oriented Reinforced Fine-Tuning,,Zexiong Ma; Chao Peng; Pengfei Gao; Xiangxin Meng; Yanzhen Zou; Bing Xie,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE; ACL (2025),ACL
SpecRover: Code Intent Extraction via LLMs,10.1109/icse55347.2025.00080,"Ruan, Haifeng and Zhang, Yuntong and Roychoudhury, Abhik",2025,ACM+IEEE+arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,12,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering; 2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE); cs.SE,ICSE
"SPICE: An Automated SWE-Bench Labeling Pipeline for Issue Clarity, Test Coverage, and Effort Estimation",10.1109/ase63991.2025.00192,G. A. Oliva; G. K. Rajbahadur; A. Bhatia; H. Zhang; Y. Chen; Z. Chen; A. Leung; D. Lin; B. Chen; A. E. Hassan,2025,IEEE,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),ASE
Summary-Mediated Repair: Can LLMs use code summarisation as a tool for program repair?,,Lukas Twist,2025,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
SuperCoder2.0: Technical Report on Exploring the feasibility of LLMs as Autonomous Programmer,,Anmol Gautam; Kishore Kumar; Adarsh Jha; Mukunda NS; Ishaan Bhola,2024,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SVRepair: Structured Visual Reasoning for Automated Program Repair,,Xiaoxuan Tang; Jincheng Wang; Liwei Luo; Jingxuan Xu; Sheng Zhou; Dajun Chen; Wei Jiang; Yong Li,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE Context Bench: A Benchmark for Context Learning in Coding,,Jiayuan Zhu; Junde Wu; Minhao Hu; Shengda Zhu; Jiazhen Pan; Weixiang Shen; Yijun Yang; Fenglin Liu; Jianye Hao; Yueming Jin; Qirong Ho; Min Xu,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-ABS: Adversarial Benchmark Strengthening Exposes Inflated Success Rates on Test-based Benchmark,,Boxi Yu; Yang Cao; Yuzhong Zhang; Liting Lin; Junjielong Xu; Zhiqing Zhong; Qinghua Xu; Guancheng Wang; Jialun Cao; Shing-Chi Cheung; Pinjia He; Lionel Briand,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICML 2026,ICML
SWE-Adept: An LLM-Based Agentic Framework for Deep Codebase Analysis and Structured Issue Resolution,,Kang He; Kaushik Roy,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-agent: Agent-Computer Interfaces Enable Automated Software Engineering,,John Yang; Carlos E. Jimenez; Alexander Wettig; Kilian Lieret; Shunyu Yao; Karthik Narasimhan; Ofir Press,2024,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; NeurIPS 2024,NeurIPS
SWE-AGILE: A Software Agent Framework for Efficiently Managing Dynamic Reasoning Context,,Shuquan Lian; Juncheng Liu; Yazhe Chen; Yuhong Chen; Hui Li,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.AI; Findings of ACL 2026,ACL
SWE-Arena: An Interactive Platform for Evaluating Foundation Models in Software Engineering,,Zhimin Zhao,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE; Forge@ICSE 2025,ICSE
SWE-bench Goes Live!,,Linghao Zhang; Shilin He; Chaoyun Zhang; Yu Kang; Bowen Li; Chengxing Xie; Junhao Wang; Maoquan Wang; Yufan Huang; Shengyu Fu; Elsie Nallipogu; Qingwei Lin; Yingnong Dang; Saravan Rajmohan; Dongmei Zhang,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; NeurIPS 2025,NeurIPS
SWE-Bench Mobile: Can Large Language Model Agents Develop Industry-Level Mobile Applications?,,Muxin Tian; Zhe Wang; Blair Yang; Zhenwei Tang; Kunlun Zhu; Honghua Dong; Hanchen Li; Xinni Xie; Guangjing Wang; Jiaxuan You,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-bench Multimodal: Do AI Systems Generalize to Visual Software Domains?,,John Yang; Carlos E. Jimenez; Alex L. Zhang; Kilian Lieret; Joyce Yang; Xindi Wu; Ori Press; Niklas Muennighoff; Gabriel Synnaeve; Karthik R. Narasimhan; Diyi Yang; Sida I. Wang; Ofir Press,2024,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.CL; ICLR 2025,ICLR
SWE-Bench Pro: Can AI Agents Solve Long-Horizon Software Engineering Tasks?,,Xiang Deng; Jeff Da; Edwin Pan; Yannis Yiming He; Charles Ide; Kanak Garg; Niklas Lauffer; Andrew Park; Nitin Pasari; Chetan Rane; Karmini Sampath; Maya Krishnan; Srivatsa Kundurthy; Sean Hendryx; Zifan Wang; Vijay Bharadwaj; Jeff Holm; Raja Aluri; Chen Bo Calvin Zhang; Noah Jacobson; Bing Liu; Brad Kenstler,2025,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE; ICML,ICML
SWE-Bench++: A Framework for the Scalable Generation of Software Engineering Benchmarks from Open-Source Repositories,,Lilin Wang; Lucas Ramalho; Alan Celestino; Phuc Anthony Pham; Yu Liu; Umang Kumar Sinha; Andres Portillo; Onassis Osunwa; Gabriel Maduekwe,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE,arXiv
SWE-Bench+: Enhanced Coding Benchmark for LLMs,,Reem Aleithan; Haoran Xue; Mohammad Mahdi Mohajer; Elijah Nnorom; Gias Uddin; Song Wang,2024,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-Bench-CL: Continual Learning for Coding Agents,,Thomas Joshi; Shayan Chowdhury; Fatih Uysal,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.LG,arXiv
SWE-bench-java: A GitHub Issue Resolving Benchmark for Java,,Daoguang Zan; Zhirong Huang; Ailun Yu; Shaoxin Lin; Yifan Shi; Wei Liu; Dong Chen; Zongshuai Qi; Hao Yu; Lei Yu; Dezhi Ran; Muhan Zeng; Bo Shen; Pan Bian; Guangtai Liang; Bei Guan; Pengjie Huang; Tao Xie; Yongji Wang; Qianxiang Wang,2024,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-bench: Can Language Models Resolve Real-World GitHub Issues?,,Carlos E. Jimenez; John Yang; Alexander Wettig; Shunyu Yao; Kexin Pei; Ofir Press; Karthik Narasimhan,2023,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.CL; ICLR 2024 (Oral),ICLR
SWE-Chain: Benchmarking Coding Agents on Chained Release-Level Package Upgrades,,Man Ho Lam; Chaozheng Wang; Hange Liu; Jingyu Xiao; Haau-sing Li; Jen-tse Huang; Terry Yue Zhuo; Michael R. Lyu,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-CI: Evaluating Agent Capabilities in Maintaining Codebases via Continuous Integration,,Jialong Chen; Xander Xu; Hu Wei; Chuan Chen; Bing Zhao,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-Debate: Competitive Multi-Agent Debate for Software Issue Resolution,,Han Li; Yuling Shi; Shaoxin Lin; Xiaodong Gu; Heng Lian; Xin Wang; Yantao Jia; Tao Huang; Qianxiang Wang,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICSE (2026),ICSE
SWE-Dev: Building Software Engineering Agents with Training and Inference Scaling,,Haoran Wang; Zhenyu Hou; Yao Wei; Jie Tang; Yuxiao Dong,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI; ACL Findings (2025); ACL (Findings),ACL
SWE-Dev: Evaluating and Training Autonomous Feature-Driven Software Development,,Yaxin Du; Yuzhu Cai; Yifan Zhou; Cheng Wang; Yu Qian; Xianghe Pang; Qian Liu; Yue Hu; Siheng Chen,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; NeurIPS (2025),NeurIPS
SWE-Edit: Rethinking Code Editing for Efficient SWE-Agent,,Yikai Zhang; Jiaxin Pei; Kenan Li; Qirui Jin; Maoquan Wang; Jin Pan; Yu Kang; Shengyu Fu; Elsie Nallipogu; Junjie Hu; Yufan Huang; Zijian Jin,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-Effi: Re-Evaluating Software AI Agent System Effectiveness Under Resource Constraints,,Zhiyu Fan; Kirill Vasilevski; Dayi Lin; Boyuan Chen; Yihao Chen; Zhiqing Zhong; Jie M. Zhang; Pinjia He; Ahmed E. Hassan,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-EVO: Benchmarking Coding Agents in Long-Horizon Software Evolution Scenarios,,Tue Le; Minh V. T. Thai; Dung Nguyen Manh; Huy Phan Nhat; Nghi D. Q. Bui,2025,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE,arXiv
SWE-Factory: Your Automated Factory for Issue Resolution Training Data and Evaluation Benchmarks,,Lianghong Guo; Yanlin Wang; Caihua Li; Wei Tao; Pengyu Yang; Jiachi Chen; Haoyu Song; Duyu Tang; Zibin Zheng,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; FSE (2026); FSE/ESEC,FSE
SWE-Fixer: Training Open-Source LLMs for Effective and Efficient GitHub Issue Resolution,,Chengxing Xie; Bowen Li; Chang Gao; He Du; Wai Lam; Difan Zou; Kai Chen,2025,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
SWE-fficiency: Can Language Models Optimize Real-World Repositories on Real Workloads?,,Jeffrey Jian Ma; Milad Hashemi; Amir Yazdanbakhsh; Kevin Swersky; Ofir Press; Enhui Li; Vijay Janapa Reddi; Parthasarathy Ranganathan,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICML,ICML
SWE-Fuse: Empowering Software Agents via Issue-free Trajectory Learning and Entropy-aware RLVR Training,,Xin-Cheng Wen; Binbin Chen; Haoxuan Lan; Hang Yu; Peng Di; Cuiyun Gao,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-GPT: A Process-Centric Language Model for Automated Software Improvement,10.1145/3728981,"Ma, Yingwei and Cao, Rongyu and Cao, Yongchang and Zhang, Yue and Chen, Jue and Liu, Yibo and Liu, Yuchen and Li, Binhua and Huang, Fei and Li, Yongbin",2025,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,ISSTA,ISSTA
"SWE-Hub: A Unified Production System for Scalable, Executable Software Engineering Tasks",,Yucheng Zeng; Shupeng Li; Daxiang Dong; Ruijie Xu; Zimo Chen; Liwei Zheng; Yuxuan Li; Zhe Zhou; Haotian Zhao; Lun Tian; Heng Xiao; Tianshu Zhu; Longkun Hao; Jianmin Wu,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.AI,arXiv
SWE-Lego: Pushing the Limits of Supervised Fine-tuning for Software Issue Resolving,,Chaofan Tao; Jierun Chen; Yuxin Jiang; Kaiqi Kou; Shaowei Wang; Ruoyu Wang; Xiaohui Li; Sidi Yang; Yiming Du; Jianbo Dai; Zhiming Mao; Xinyu Wang; Lifeng Shang; Haoli Bai,2026,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
SWE-Master: Unleashing the Potential of Software Engineering Agents via Post-Training,,Huatong Song; Lisheng Huang; Shuang Sun; Jinhao Jiang; Ran Le; Daixuan Cheng; Guoxin Chen; Yiwen Hu; Zongchao Chen; Yiming Jia; Wayne Xin Zhao; Yang Song; Tao Zhang; Ji-Rong Wen,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-MERA: A Dynamic Benchmark for Agenticly Evaluating Large Language Models on Software Engineering Tasks,,Pavel Adamenko; Mikhail Ivanov; Aidar Valeev; Rodion Levichev; Pavel Zadorozhny; Ivan Lopatin; Dmitry Babayev; Alena Fenogenova; Valentin Malykh,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; EMNLP System Demonstrations (2025); EMNLP (Demos),EMNLP
SWE-MiniSandbox: Container-Free Reinforcement Learning for Building Software Engineering Agents,,Danlong Yuan; Wei Wu; Enhan Zhao; Zhengren Wang; Xueliang Zhao; Huishuai Zhang; Dongyan Zhao,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE; ICML (2026),ICML
SWE-Mirror: Scaling Issue-Resolving Datasets by Mirroring Issues Across Repositories,,Junhao Wang; Daoguang Zan; Shulin Xin; Siyao Liu; Yurong Wu; Kai Shen,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-Mutation: Can LLMs Generate Reliable Test Suites in Software Engineering?,,Yuxuan Sun; Yuze Zhao; Yufeng Wang; Yao Du; Zhiyuan Ma; Jinbo Wang; Mengdi Zhang; Kai Zhang; Zhenya Huang,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ACL Findings (2026); ACL (Findings),ACL
SWE-Next: Scalable Real-World Software Engineering Tasks for Agents,,Jiarong Liang; Zhiheng Lyu; Zijie Liu; Xiangchao Chen; Ping Nie; Kai Zou; Wenhu Chen,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE,arXiv
SWE-Perf: Can Language Models Optimize Code Performance on Real-World Repositories?,,Xinyi He; Qian Liu; Mingzhe Du; Lin Yan; Zhijie Fan; Yiming Huang; Zejian Yuan; Zejun Ma,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE; ICML (2026); ICML Poster,ICML
SWE-PolyBench: A multi-language benchmark for repository level evaluation of coding agents,,Muhammad Shihab Rashid; Christian Bock; Yuan Zhuang; Alexander Buchholz; Tim Esler; Simon Valentin; Luca Franceschi; Martin Wistuba; Prabhu Teja Sivaprasad; Woo Jung Kim; Anoop Deoras; Giovanni Zappella; Laurent Callot,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-Protégé: Learning to Selectively Collaborate With an Expert Unlocks Small Language Models as Software Engineering Agents,,Patrick Tser Jern Kon; Archana Pradeep; Ang Chen; Alexander P. Ellis; Warren Hunt; Zijian Wang; John Yang; Samuel Thompson,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-Pruner: Self-Adaptive Context Pruning for Coding Agents,,Yuhang Wang; Yuling Shi; Mo Yang; Rongrui Zhang; Shilin He; Heng Lian; Yuting Chen; Siyu Ye; Kai Cai; Xiaodong Gu,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-rebench V2: Language-Agnostic SWE Task Collection at Scale,,Ibragim Badertdinov; Maksim Nekrashevich; Anton Shevtsov; Alexander Golubev,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICML (2026),ICML
SWE-rebench: An Automated Pipeline for Task Collection and Decontaminated Evaluation of Software Engineering Agents,,Ibragim Badertdinov; Alexander Golubev; Maksim Nekrashevich; Anton Shevtsov; Simon Karasik; Andrei Andriushchenko; Maria Trofimova; Daria Litvintseva; Boris Yangel,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; NeurIPS (2025),NeurIPS
SWE-Refactor: A Repository-Level Benchmark for Real-World LLM-Based Code Refactoring,,Yisen Xu; Jinqiu Yang; Tse-Hsun; Chen,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
